问题id,问题文本,知识点名称,认知目标层次,知识点类型
619f7d9028dac08ee2e827db,在平面直角坐标系xOy中，若抛物线y＝x<sup>2</sup>+2x+k与x轴只有一个交点，则k＝         ．,二次函数与x轴交点的关系,分析,知识点
619f7d9028dac08ee2e827db,在平面直角坐标系xOy中，若抛物线y＝x<sup>2</sup>+2x+k与x轴只有一个交点，则k＝         ．,已知抛物线与直线的交点情况求参数的取值范围,应用,题型
619f7eea28dac08ee2e827e0,先化简，再求值：（1+ $\frac2{a+1}$ ）÷ $\frac{a^2+6a+9}{a+1}$ ，其中a＝ $\sqrt3$ ﹣3．,含有条件的二次根式的化简求值,应用,题型
619f85634df6eb0e55e825fc,在正比例函数y＝kx中，y的值随着x值的增大而增大，则点P（3，k）在第 　      　象限．,正比例函数的图象与性质,理解,知识点
619f85634df6eb0e55e825fc,在正比例函数y＝kx中，y的值随着x值的增大而增大，则点P（3，k）在第 　      　象限．,一次函数的增减性与k的关系的应用,理解,题型
619f85a34df6eb0e55e825fd,若m，n是一元二次方程x<sup>2</sup>+2x﹣1＝0的两个实数根，则m<sup>2</sup>+4m+2n的值是 　          ．,一元二次方程的根与系数的关系（韦达定理）,理解,知识点
619f85a34df6eb0e55e825fd,若m，n是一元二次方程x<sup>2</sup>+2x﹣1＝0的两个实数根，则m<sup>2</sup>+4m+2n的值是 　          ．,用韦达定理求式子的值,应用,题型
6013c9bfe5ac65e13ba9d041,下列二次根式中，与 $\sqrt3$ 是同类二次根式的是(   ) A. $\sqrt6$  B. $\sqrt9$  C. $\sqrt{12}$  D. $\sqrt{18}$,同类二次根式的判断,理解,题型
6013c9bfe5ac65e13ba9d041,下列二次根式中，与 $\sqrt3$ 是同类二次根式的是(   ) A. $\sqrt6$  B. $\sqrt9$  C. $\sqrt{12}$  D. $\sqrt{18}$,同类二次根式的定义,记忆,知识点
6014da04e5ac65e13ba9d042,用换元法解方程 $\frac{x+1}{x^2}+\frac{x^2}{x+1}=2$ 时，若设 $\frac{x+1}{x^2}=y$ ，则原方程可化为关于y的方程是(   ) A.y<sup>2</sup>-2y+1=0 B.y<sup>2</sup>+2y+1=0 C.y<sup>2</sup>+y+2=0 D.y<sup>2</sup>+y-2=0,换元法,理解,知识点
6014da04e5ac65e13ba9d042,用换元法解方程 $\frac{x+1}{x^2}+\frac{x^2}{x+1}=2$ 时，若设 $\frac{x+1}{x^2}=y$ ，则原方程可化为关于y的方程是(   ) A.y<sup>2</sup>-2y+1=0 B.y<sup>2</sup>+2y+1=0 C.y<sup>2</sup>+y+2=0 D.y<sup>2</sup>+y-2=0,整体换元解分式方程或求值,应用,题型
6014da3ce5ac65e13ba9d043,我们经常将调查、收集得来的数据用各类统计图进行整理与表示.下列统计图中，能凸显由数据所表现出来的部分与整体的关系的是(   ) A.条形图 B.扇形图     C.折线图 D.频数分布直方图,统计图的理解、识别与选择,分析,题型
6014da3ce5ac65e13ba9d043,我们经常将调查、收集得来的数据用各类统计图进行整理与表示.下列统计图中，能凸显由数据所表现出来的部分与整体的关系的是(   ) A.条形图 B.扇形图     C.折线图 D.频数分布直方图,扇形统计图,记忆,知识点
6014da3ce5ac65e13ba9d043,我们经常将调查、收集得来的数据用各类统计图进行整理与表示.下列统计图中，能凸显由数据所表现出来的部分与整体的关系的是(   ) A.条形图 B.扇形图     C.折线图 D.频数分布直方图,条形统计图,记忆,知识点
6014da3ce5ac65e13ba9d043,我们经常将调查、收集得来的数据用各类统计图进行整理与表示.下列统计图中，能凸显由数据所表现出来的部分与整体的关系的是(   ) A.条形图 B.扇形图     C.折线图 D.频数分布直方图,折线统计图,记忆,知识点
6014da3ce5ac65e13ba9d043,我们经常将调查、收集得来的数据用各类统计图进行整理与表示.下列统计图中，能凸显由数据所表现出来的部分与整体的关系的是(   ) A.条形图 B.扇形图     C.折线图 D.频数分布直方图,频数分布直方图,记忆,知识点
6014dadce5ac65e13ba9d044,已知反比例函数的图象经过点(2，﹣4)，那么这个反比例函数的解析式是(   ) A. $y=\frac2x$  B. $y=-\frac2x$  C. $y=\frac8x$  D. $y=-\frac8x$,反比例函数的一般形式,记忆,知识点
6014dadce5ac65e13ba9d044,已知反比例函数的图象经过点(2，﹣4)，那么这个反比例函数的解析式是(   ) A. $y=\frac2x$  B. $y=-\frac2x$  C. $y=\frac8x$  D. $y=-\frac8x$,求反比例函数的解析式,应用,题型
6014daefe5ac65e13ba9d045,下列命题中，真命题是(   ) A.对角线互相垂直的梯形是等腰梯形     B.对角线互相垂直的平行四边形是正方形     C.对角线平分一组对角的平行四边形是菱形     D.对角线平分一组对角的梯形是直角梯形,菱形的判定定理,理解,知识点
6014daefe5ac65e13ba9d045,下列命题中，真命题是(   ) A.对角线互相垂直的梯形是等腰梯形     B.对角线互相垂直的平行四边形是正方形     C.对角线平分一组对角的平行四边形是菱形     D.对角线平分一组对角的梯形是直角梯形,命题的真假判断,分析,题型
6014daefe5ac65e13ba9d045,下列命题中，真命题是(   ) A.对角线互相垂直的梯形是等腰梯形     B.对角线互相垂直的平行四边形是正方形     C.对角线平分一组对角的平行四边形是菱形     D.对角线平分一组对角的梯形是直角梯形,真命题的定义,记忆,知识点
6014daefe5ac65e13ba9d045,下列命题中，真命题是(   ) A.对角线互相垂直的梯形是等腰梯形     B.对角线互相垂直的平行四边形是正方形     C.对角线平分一组对角的平行四边形是菱形     D.对角线平分一组对角的梯形是直角梯形,正方形的判定定理,理解,知识点
6014db15e5ac65e13ba9d046,如果存在一条线把一个图形分割成两个部分，使其中一个部分沿某个方向平移后能与另一个部分重合，那么我们把这个图形叫做平移重合图形.下列图形中，平移重合图形是(   ) A.平行四边形  B.等腰梯形 C.正六边形 D.圆,平行四边形的性质定理,理解,知识点
6014db15e5ac65e13ba9d046,如果存在一条线把一个图形分割成两个部分，使其中一个部分沿某个方向平移后能与另一个部分重合，那么我们把这个图形叫做平移重合图形.下列图形中，平移重合图形是(   ) A.平行四边形  B.等腰梯形 C.正六边形 D.圆,新定义问题,分析,题型
6014db38e5ac65e13ba9d047,计算：2a•3ab=             .,单项式乘单项式的运算法则,理解,知识点
6014db38e5ac65e13ba9d047,计算：2a•3ab=             .,单项式乘单项式的运算,应用,题型
6014db86e5ac65e13ba9d048,已知 $f(x)=\frac2{x-1}$ ，那么f(3)的值是           .,函数的解析式,理解,知识点
6014db86e5ac65e13ba9d048,已知 $f(x)=\frac2{x-1}$ ，那么f(3)的值是           .,求自变量值或函数值,应用,题型
6014dba8e5ac65e13ba9d049,已知正比例函数y=kx(k是常数，k≠0)的图象经过第二、四象限，那么y的值随着x的值增大而          .(填“增大”或“减小”),正比例函数的图象与性质,理解,知识点
6014dba8e5ac65e13ba9d049,已知正比例函数y=kx(k是常数，k≠0)的图象经过第二、四象限，那么y的值随着x的值增大而          .(填“增大”或“减小”),一次函数的增减性与k的关系的应用,理解,题型
6014e8a9e5ac65e13ba9d04a,如果关于x的方程x<sup>2</sup>-4x+m=0有两个相等的实数根，那么m的值是           .,由根的情况确定字母的取值范围,应用,题型
6014e8a9e5ac65e13ba9d04a,如果关于x的方程x<sup>2</sup>-4x+m=0有两个相等的实数根，那么m的值是           .,一元二次方程根的判别式,理解,知识点
6014e8dce5ac65e13ba9d04b,如果从1，2，3，4，5，6，7，8，9，10这10个数中任意选取一个数，那么取到的数恰好是5的倍数的概率是           .,概率的定义,记忆,知识点
6014e8dce5ac65e13ba9d04b,如果从1，2，3，4，5，6，7，8，9，10这10个数中任意选取一个数，那么取到的数恰好是5的倍数的概率是           .,利用概率的定义求概率,应用,题型
6014e90be5ac65e13ba9d04c,如果将抛物线y=x<sup>2</sup>向上平移3个单位，那么所得新抛物线的表达式是                  .,二次函数图象的平移,理解,知识点
6014e90be5ac65e13ba9d04c,如果将抛物线y=x<sup>2</sup>向上平移3个单位，那么所得新抛物线的表达式是                  .,二次函数图象的平移问题,应用,题型
6014e93ee5ac65e13ba9d04d,为了解某区六年级8400名学生中会游泳的学生人数，随机调查了其中400名学生，结果有150名学生会游泳，那么估计该区会游泳的六年级学生人数约为                      .,用样本估计总体,应用,题型
6014e93ee5ac65e13ba9d04d,为了解某区六年级8400名学生中会游泳的学生人数，随机调查了其中400名学生，结果有150名学生会游泳，那么估计该区会游泳的六年级学生人数约为                      .,抽样调查的定义,记忆,知识点
6016a110e5ac65e13ba9d08c,人类与病毒的斗争是长期的，不能松懈.据中央电视台报道，截止北京时间2020年6月30日凌晨，全球新冠肺炎患者确诊病例达到1002万.1002万用科学记数法表示，正确的是( ) A.1.002×10<sup>7</sup> B.1.002×10<sup>6</sup> C.1002×10<sup>4</sup> D.1.002×10<sup>2</sup>万,科学记数法的定义,记忆,知识点
6016a110e5ac65e13ba9d08c,人类与病毒的斗争是长期的，不能松懈.据中央电视台报道，截止北京时间2020年6月30日凌晨，全球新冠肺炎患者确诊病例达到1002万.1002万用科学记数法表示，正确的是( ) A.1.002×10<sup>7</sup> B.1.002×10<sup>6</sup> C.1002×10<sup>4</sup> D.1.002×10<sup>2</sup>万,用科学记数法表示数及递用还原数,应用,题型
6016a16ae5ac65e13ba9d08d,下列各数中，比3大比4小的无理数是(　　) A.3.14 B. $\frac{10}3$  C. $\sqrt{12}$  D. $\sqrt{17}$,算术平方根的估算,理解,题型
6016a16ae5ac65e13ba9d08d,下列各数中，比3大比4小的无理数是(　　) A.3.14 B. $\frac{10}3$  C. $\sqrt{12}$  D. $\sqrt{17}$,无理数的定义,理解,知识点
6016a1d5e5ac65e13ba9d08f,下列说法正确的是(   ) A.为了解全国中小学生的心理健康状况，应采用普查     B.确定事件一定会发生     C.某校6位同学在新冠肺炎防疫知识竞赛中成绩分别为98、97、99、99、98、96，那么这组数据的众数为98     D.数据6、5、8、7、2的中位数是6,众数,记忆,知识点
6016a1d5e5ac65e13ba9d08f,下列说法正确的是(   ) A.为了解全国中小学生的心理健康状况，应采用普查     B.确定事件一定会发生     C.某校6位同学在新冠肺炎防疫知识竞赛中成绩分别为98、97、99、99、98、96，那么这组数据的众数为98     D.数据6、5、8、7、2的中位数是6,中位数,记忆,知识点
6016a1d5e5ac65e13ba9d08f,下列说法正确的是(   ) A.为了解全国中小学生的心理健康状况，应采用普查     B.确定事件一定会发生     C.某校6位同学在新冠肺炎防疫知识竞赛中成绩分别为98、97、99、99、98、96，那么这组数据的众数为98     D.数据6、5、8、7、2的中位数是6,确定性事件的定义,记忆,知识点
6016a1d5e5ac65e13ba9d08f,下列说法正确的是(   ) A.为了解全国中小学生的心理健康状况，应采用普查     B.确定事件一定会发生     C.某校6位同学在新冠肺炎防疫知识竞赛中成绩分别为98、97、99、99、98、96，那么这组数据的众数为98     D.数据6、5、8、7、2的中位数是6,事件的识别与判断,理解,题型
6016a1d5e5ac65e13ba9d08f,下列说法正确的是(   ) A.为了解全国中小学生的心理健康状况，应采用普查     B.确定事件一定会发生     C.某校6位同学在新冠肺炎防疫知识竞赛中成绩分别为98、97、99、99、98、96，那么这组数据的众数为98     D.数据6、5、8、7、2的中位数是6,众数的计算,应用,题型
6016a1d5e5ac65e13ba9d08f,下列说法正确的是(   ) A.为了解全国中小学生的心理健康状况，应采用普查     B.确定事件一定会发生     C.某校6位同学在新冠肺炎防疫知识竞赛中成绩分别为98、97、99、99、98、96，那么这组数据的众数为98     D.数据6、5、8、7、2的中位数是6,调查方式的合理性的判断,分析,题型
6016a1d5e5ac65e13ba9d08f,下列说法正确的是(   ) A.为了解全国中小学生的心理健康状况，应采用普查     B.确定事件一定会发生     C.某校6位同学在新冠肺炎防疫知识竞赛中成绩分别为98、97、99、99、98、96，那么这组数据的众数为98     D.数据6、5、8、7、2的中位数是6,全面调查的定义,记忆,知识点
6016a1d5e5ac65e13ba9d08f,下列说法正确的是(   ) A.为了解全国中小学生的心理健康状况，应采用普查     B.确定事件一定会发生     C.某校6位同学在新冠肺炎防疫知识竞赛中成绩分别为98、97、99、99、98、96，那么这组数据的众数为98     D.数据6、5、8、7、2的中位数是6,中位数的计算,应用,题型
6016a566e5ac65e13ba9d096,2019年是中华人民共和国成立70周年，天安门广场举行了盛大的国庆阅兵式和群众游行活动.其中，群众游行队伍以“同心共筑中国梦”为主题，包含有“建国创业”“改革开放”“伟大复兴”三个部分，某同学要统计本班学生最喜欢哪个部分，制作扇形统计图.以下是打乱了的统计步骤： ①绘制扇形统计图 ②收集三个部分本班学生喜欢的人数 ③计算扇形统计图中三个部分所占的百分比 其中正确的统计顺序是                 .,扇形统计图,记忆,知识点
6016aceee5ac65e13ba9d09a,已知△ABC的三边a、b、c满足 $b+\vert c-3\vert+a^2-8a＝4\sqrt{b-1}-19$ ，则△ABC的内切圆半径＝            .,完全平方公式的定义,记忆,知识点
6016aceee5ac65e13ba9d09a,已知△ABC的三边a、b、c满足 $b+\vert c-3\vert+a^2-8a＝4\sqrt{b-1}-19$ ，则△ABC的内切圆半径＝            .,利用三角形内心和外心进行计算,应用,题型
6016aceee5ac65e13ba9d09a,已知△ABC的三边a、b、c满足 $b+\vert c-3\vert+a^2-8a＝4\sqrt{b-1}-19$ ，则△ABC的内切圆半径＝            .,勾股定理的逆定理,理解,知识点
6016aceee5ac65e13ba9d09a,已知△ABC的三边a、b、c满足 $b+\vert c-3\vert+a^2-8a＝4\sqrt{b-1}-19$ ，则△ABC的内切圆半径＝            .,三角形的内切圆与内心,理解,知识点
6016af13e5ac65e13ba9d09b,已知k为正整数，无论k取何值，直线l<sub>1</sub>：y＝kx+k+1与直线l<sub>2</sub>：y＝(k+1)x+k+2都交于一个固定的点，这个点的坐标是                     ；记直线l<sub>1</sub>和l<sub>2</sub>与x轴围成的三角形面积为S<sub>k</sub>，则S<sub>1</sub>＝              ，S<sub>1</sub>+S<sub>2</sub>+S<sub>3</sub>+…+S<sub>100</sub>的值为            .,几何图形面积、线段、角度的规律问题,分析,题型
6016af13e5ac65e13ba9d09b,已知k为正整数，无论k取何值，直线l<sub>1</sub>：y＝kx+k+1与直线l<sub>2</sub>：y＝(k+1)x+k+2都交于一个固定的点，这个点的坐标是                     ；记直线l<sub>1</sub>和l<sub>2</sub>与x轴围成的三角形面积为S<sub>k</sub>，则S<sub>1</sub>＝              ，S<sub>1</sub>+S<sub>2</sub>+S<sub>3</sub>+…+S<sub>100</sub>的值为            .,一次函数图象中图形的面积问题,分析,题型
6016af13e5ac65e13ba9d09b,已知k为正整数，无论k取何值，直线l<sub>1</sub>：y＝kx+k+1与直线l<sub>2</sub>：y＝(k+1)x+k+2都交于一个固定的点，这个点的坐标是                     ；记直线l<sub>1</sub>和l<sub>2</sub>与x轴围成的三角形面积为S<sub>k</sub>，则S<sub>1</sub>＝              ，S<sub>1</sub>+S<sub>2</sub>+S<sub>3</sub>+…+S<sub>100</sub>的值为            .,一次函数的图象与性质,理解,知识点
6016af13e5ac65e13ba9d09b,已知k为正整数，无论k取何值，直线l<sub>1</sub>：y＝kx+k+1与直线l<sub>2</sub>：y＝(k+1)x+k+2都交于一个固定的点，这个点的坐标是                     ；记直线l<sub>1</sub>和l<sub>2</sub>与x轴围成的三角形面积为S<sub>k</sub>，则S<sub>1</sub>＝              ，S<sub>1</sub>+S<sub>2</sub>+S<sub>3</sub>+…+S<sub>100</sub>的值为            .,点与一次函数的图象的关系应用,分析,题型
6016af64e5ac65e13ba9d09c,计算： $-2^2+(\frac13)^{-2}+(\pi-\sqrt5)^0+\sqrt[3]{125}$ .,有理数乘方的概念,记忆,知识点
6016af64e5ac65e13ba9d09c,计算： $-2^2+(\frac13)^{-2}+(\pi-\sqrt5)^0+\sqrt[3]{125}$ .,幂的综合运算,应用,题型
6016af64e5ac65e13ba9d09c,计算： $-2^2+(\frac13)^{-2}+(\pi-\sqrt5)^0+\sqrt[3]{125}$ .,负整数指数幂,记忆,知识点
